Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Agenda Request,250,874,840,1172,1255,1403,477,1726,0.000%,13.81444,8184.07,3.91
TOTAL,250,874,840,1172,1255,1403,477,1726,0.000%,13.81444,8184.07,3.91
