Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Registration Request,250,3470,3409,4802,5104,5892,1722,6175,0.000%,5.55358,5547.99,1.53
TOTAL,250,3470,3409,4802,5104,5892,1722,6175,0.000%,5.55358,5547.99,1.53
