Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Pro Request,500,793,745,1140,1302,1592,403,1761,0.000%,29.09853,13290.50,7.87
TOTAL,500,793,745,1140,1302,1592,403,1761,0.000%,29.09853,13290.50,7.87
