Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Request,5000,1754,1532,3155,3783,5359,309,7585,0.000%,36.93853,2769.64,10.68
TOTAL,5000,1754,1532,3155,3783,5359,309,7585,0.000%,36.93853,2769.64,10.68
